date_day,Acre,Afghanistan,Africa,Alabama,Alagoas,Alaska,Albania,Alberta,Algeria,Amapá,Amazonas,Andorra,Angola,Anguilla,Anhui,Antigua and Barbuda,Argentina,Arizona,Arkansas,Armenia,Artania Cruise,Aruba,Asia,Australia,Australian Capital Territory,Austria,Azerbaijan,Baden-Württemberg,Bahamas,Bahia,Bahrain,Bangladesh,Barbados,Bavaria,Beijing,Belarus,Belgium,Belize,Benin,Berlin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brandenburg,Brazil,Bremen,British Columbia,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,California,Cambodia,Cameroon,Canada,CAR,Caribbean Netherlands,Cayman Islands,Ceará,Chad,Channel Islands,Chile,China,Chongqing,Colombia,Colorado,Congo,Connecticut,continent_name,Costa Rica,Croatia,Cuba,Curacao,Cyprus,Czechia,Delaware,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,DRC,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Espírito Santo,Estonia,Eswatini,Ethiopia,Europe,Faeroe Islands,Falkland Islands,Federal Bureau of Prisons,Federal District,Fiji,Finland,Florida,France,French Guiana,French Polynesia,From Diamond Princess cruise,From Grand Princess,Fujian,Gabon,Gambia,Gansu,Georgia,Germany,Ghana,Gibraltar,Goiás,Grand Princess,Greece,Greenland,Grenada,Guadeloupe,Guam,Guangdong,Guangxi,Guatemala,Guinea-Bissau,Guinea,Guizhou,Guyana,Hainan,Haiti,Hamburg,Hawaii,Hebei,Heilongjiang,Henan,Hesse,Honduras,Hong Kong,Hubei,Hunan,Hungary,Iceland,Idaho,Illinois,India,Indiana,Indonesia,Inner Mongolia,Iowa,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Ivory Coast,Jamaica,Japan,Jiangsu,Jiangxi,Jilin,Jordan,Kansas,Kazakhstan,Kentucky,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liaoning,Liberia,Libya,Liechtenstein,Lithuania,Louisiana,Lower Saxony,Luxembourg,Macau,Madagascar,Maine,Malawi,Malaysia,Maldives,Mali,Malta,Manitoba,Maranhão,Martinique,Maryland,Massachusetts,Mato Grosso do Sul,Mato Grosso,Mauritania,Mauritius,Mayotte,Mecklenburg-Vorpommern,Mexico,Michigan,Minas Gerais,Minnesota,Mississippi,Missouri,Moldova,Monaco,Mongolia,Montana,Montenegro,Montserrat,Morocco,Mozambique,MS Zaandam,Myanmar,Namibia,Navajo Nation,Nebraska,Nepal,Netherlands,Nevada,New Brunswick,New Caledonia,New Hampshire,New Jersey,New Mexico,New South Wales,New York,New Zealand,Newfoundland and Labrador,Nicaragua,Niger,Nigeria,Ningxia,North America,North Carolina,North Dakota,North Macedonia,North Rhine-Westphalia,Northern Mariana Islands,Northern Territory,Northwest Territories,Norway,Nova Scotia,Oceania,Ohio,Oklahoma,Oman,Ontario,Oregon,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Paraná,Paraíba,Pará,Pennsylvania,Pernambuco,Peru,Philippines,Piauí,Poland,Portugal,Prince Edward Island,Puerto Rico,Qatar,Qinghai,Quebec,Queensland,Reunion,Rhineland-Palatinate,Rhode Island,Rio de Janeiro,Rio Grande do Norte,Rio Grande do Sul,Romania,Rondônia,Roraima,Russia,Rwanda,Saarland,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre Miquelon,San Marino,Santa Catarina,Sao Tome and Principe,Saskatchewan,Saudi Arabia,Saxony-Anhalt,Saxony,Schleswig-Holstein,Senegal,Serbia,Sergipe,Seychelles,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Somalia,South Africa,South America,South Australia,South Carolina,South Dakota,South Korea,South Sudan,Spain,Sri Lanka,St. Barth,St. Vincent Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,São Paulo,Taiwan,Tanzania,Tasmania,Tennessee,Texas,Thailand,The World,Thuringia,Tianjin,Tibet,Timor-Leste,Tocantins,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos,U.S. Virgin Islands,Uganda,UK,Ukraine,United Arab Emirates,Uruguay,US Military,US Virgin Islands,US,Utah,Uzbekistan,Vatican City,Venezuela,Vermont,Veteran Affair,Victoria,Vietnam,Virginia,WA,Washington DC,West Virginia,Western Australia,Western Sahara,Wisconsin,World,Worldwide,Wyoming,Xinjiang,Yemen,Yokohama,Yukon,Yunnan,Zambia,Zhejiang,Zimbabwe
2020-01-31,0,60,1205,151,0,5,14,165,116,0,0,8,5,0,0,0,81,213,82,43,0.0,0,12624,41,0,10,33,0,1,0,6,312,0,0,0,0,1313,0,0,0,3,0,27,17,5,0,2704,0,29,0,2,19,8,0,5,1387,0,0,1529,0,0,0,0,0,14,478,16,0,182,393,0,741,733.0,6,18,63,0,11,104,215,169,0,0,0,209,20,572,188,11,0,4,0,16,3,3,32468,1,0,0,0,0,102,733,3824,0,0,1.0,0.0,0,0,0,0,409,2382,193,0,0,0,11,0,0,3,0,1,0,22,0,41,0,0,0,0,0,21,0,6,0,0,15,2,0,0,82,6,13,1584,1940,487,327,0,180,1343,31,778,1,255,3491,59,10,509,0,0,2,6,112,70,185,16,164,48,0,15,1,0,0,0,0,59,462,0,57,0,3,20,0,84,19,26,1,3,0,5,754,1970,0,0,0,1,9,0,622,768,0,143,181,150,87,0,1,4,3,0,150,1,0,13,0,85,149,1,1140,120,1,0,55,3132,87,21,7175,9,1,0,12,49,0,31160,178,89,90,0,0,0,0,77,43,50,1115,105,86,557,59,512,13,63,0,4,0,0,0,1764,0,931,172,0,519,521,0,50,440,0,723,5,5,0,314,0,0,0,328,0,0,6060,1,0,0,0,0,0,26,0,0,6,1132,0,0,0,0,304,0,0,0,0,7,0,0,4,596,7,72,26,19,251,4988,0,162,131,8,0,4218,8,0,0,0,0,606,0,0,0,22,0,5,173,827,32,101093.0,0,0,0,1,0,1,0,2,3783,0,0.0,0,5525,343,479,9,0,2,28591,123,45,0,0,24,0,9,0,562,357,190,50,1,0,146,0.0,82495,4,0,0,0,1,0,4,0,1
2020-02-01,0,27,1322,168,0,9,9,239,150,0,0,14,0,0,0,0,89,270,75,47,0.0,1,12154,42,0,144,57,0,1,0,67,306,0,0,0,0,1045,0,0,0,0,0,28,69,0,0,3330,0,43,0,0,40,11,0,0,1268,0,21,1884,0,0,0,0,6,13,445,27,0,206,372,26,925,720.0,7,23,61,0,15,116,248,0,0,141,0,371,20,225,171,13,28,0,0,53,3,9,33153,0,0,0,0,0,192,1419,1909,0,0,0.0,0.0,1,13,0,0,1064,3176,0,0,0,0,17,0,0,0,1,2,0,21,3,39,0,6,0,1,0,12,0,20,0,0,15,2,0,0,71,15,46,1844,930,605,325,0,192,1374,48,709,7,252,3493,54,20,556,0,0,0,5,125,111,87,0,93,17,0,30,4,0,3,0,0,90,586,0,36,0,6,31,1,54,4,19,4,0,0,0,788,2221,0,0,0,0,0,0,578,760,0,158,169,207,110,1,0,7,2,0,142,3,0,9,0,0,72,14,1235,203,0,0,76,3150,114,10,11704,13,4,0,18,51,0,38540,530,46,36,0,0,0,0,87,27,55,693,108,111,628,49,456,16,194,0,3,0,0,0,1717,0,998,209,0,349,663,0,25,345,0,941,7,8,0,339,0,0,0,351,0,0,4785,5,0,0,0,2,0,9,0,0,2,762,0,0,0,8,372,0,0,0,0,0,0,1,11,942,0,40,0,36,178,5359,0,155,100,18,0,6778,10,0,0,34,0,676,326,5,0,3,53,5,326,815,33,78449.0,0,3,0,0,0,0,0,42,4353,0,1.0,0,5599,444,477,6,0,0,35371,121,70,0,23,11,0,17,0,602,422,126,37,3,0,164,0.0,90583,9,0,0,0,0,0,9,0,0
2020-02-02,0,66,1302,163,0,7,21,288,108,0,0,9,0,0,0,0,98,273,21,42,0.0,2,13245,55,0,115,30,0,0,0,2,266,0,0,0,575,1329,0,0,0,2,0,24,32,0,0,1876,0,14,1,0,42,4,0,0,1059,0,148,2720,0,0,1,0,0,10,534,26,0,128,395,0,1129,742.0,16,50,48,0,20,134,61,194,0,156,0,141,20,367,168,13,0,0,0,25,0,4,39689,0,0,0,0,0,120,821,12416,10,0,0.0,0.0,1,15,0,0,1101,3468,0,1,0,0,15,0,0,0,0,6,0,18,0,34,0,2,0,2,0,11,0,11,0,0,16,4,0,0,111,12,101,1140,1039,589,407,0,146,1499,19,724,6,264,3786,34,18,605,0,0,0,1,91,118,144,21,134,23,0,7,5,1,14,1,0,21,581,0,71,0,0,26,0,69,5,23,10,4,0,0,752,2263,0,0,0,0,28,0,450,1204,0,103,264,235,105,0,0,11,13,0,277,2,0,0,0,121,114,0,1061,107,0,0,72,4287,113,29,8859,8,5,0,25,35,0,35594,244,28,107,0,0,0,0,107,30,68,620,94,50,1381,73,520,28,265,5,25,0,0,0,1510,0,1016,218,0,443,931,0,69,560,0,997,6,3,0,309,0,0,0,360,0,0,4070,2,0,0,0,0,0,33,0,0,1,518,0,0,0,28,445,0,0,0,3,0,3,0,2,1351,4,72,36,0,99,4096,1,275,143,22,0,2132,0,0,0,0,0,613,719,0,0,0,6,12,-25,974,28,77821.0,0,1,0,0,0,2,0,42,4801,1,0.0,0,4617,501,460,9,0,0,31876,141,31,0,7,9,0,1,0,389,314,153,16,6,0,168,0.0,93994,8,0,0,0,0,0,0,0,1
2020-02-03,0,56,1074,288,0,8,24,0,90,0,0,14,0,0,0,0,128,159,101,48,0.0,1,12322,20,0,122,56,0,4,0,170,341,2,0,3,476,1236,0,0,0,24,0,44,57,2,0,3257,0,44,0,0,48,14,0,45,1319,0,0,1190,1,0,6,0,4,7,356,371,0,126,330,43,766,937.0,8,37,48,0,20,152,88,198,0,72,0,328,26,255,155,5,10,0,0,34,1,7,29377,0,0,0,0,1,132,891,3391,0,0,0.0,0.0,0,0,0,0,689,2543,5,2,0,0,22,0,0,0,0,5,0,16,0,41,0,8,0,1,0,13,1,20,0,0,7,1,325,0,73,7,39,1345,901,433,380,3,96,1606,15,1068,27,391,2667,16,20,526,0,0,0,4,85,72,81,9,119,17,0,9,5,0,0,13,0,37,433,0,66,0,3,36,0,110,2,4,13,0,0,0,560,1754,0,0,0,0,0,0,448,1058,0,114,273,220,115,0,1,5,2,0,263,1,0,11,0,83,51,0,734,70,1,0,48,2206,77,11,11455,15,3,0,14,34,0,32352,254,24,66,0,0,0,0,112,32,36,509,79,109,494,30,517,66,177,0,13,0,0,0,1213,0,1172,207,0,363,0,1,51,392,0,612,2,0,0,278,0,0,0,491,0,0,3448,2,0,0,0,3,0,21,0,0,3,493,0,0,0,15,408,0,0,0,0,6,8,0,2,447,1,114,20,20,91,5360,1,103,180,22,0,5183,5,0,0,0,0,482,336,4,0,0,29,1,461,946,29,73927.0,0,0,0,10,0,4,1,33,4281,0,0.0,0,4603,397,432,1,0,0,30062,131,74,0,0,-24,0,2,1,318,-5,139,29,3,0,166,0.0,80521,6,0,0,0,0,0,0,0,5
2020-02-04,0,70,978,150,0,8,19,138,87,0,0,13,0,0,0,0,166,104,23,44,0.0,0,10747,48,0,155,49,0,0,0,6,219,1,0,1,447,2454,0,0,0,0,0,43,27,0,0,2035,0,27,0,0,40,13,0,1,1407,0,0,1383,0,0,0,0,0,4,392,45,0,127,254,14,608,666.0,6,54,40,0,33,92,165,185,0,65,0,119,6,74,160,10,20,1,0,27,0,3,33893,0,6,0,0,0,76,609,5955,0,0,3.0,0.0,0,23,0,0,957,2138,70,0,0,0,25,0,0,0,2,2,0,13,5,44,0,0,0,0,0,13,0,22,0,0,12,4,0,0,67,9,5,1223,1014,159,297,0,189,1512,22,832,14,332,2972,12,32,455,0,0,2,6,50,111,162,8,50,19,0,9,17,0,0,9,0,21,502,0,15,0,0,36,0,85,1,21,6,0,0,1,536,1297,0,0,0,0,10,0,385,1366,0,45,145,253,87,0,0,5,10,0,150,7,0,12,0,25,48,0,868,115,0,0,71,4240,62,16,7231,20,0,0,22,30,0,28730,163,10,0,0,0,0,0,81,43,68,310,115,97,483,49,272,0,102,0,2,0,0,0,1255,0,519,230,0,359,1157,0,20,283,0,691,1,0,0,275,0,0,0,337,0,0,3388,7,0,2,0,0,0,1,0,0,1,435,0,0,0,8,411,0,0,0,0,4,13,0,0,334,0,28,28,0,143,3381,0,114,120,27,0,5092,14,0,0,3,0,497,216,4,0,2,10,18,217,838,30,64648.0,0,0,0,2,0,0,0,21,4062,0,0.0,1,5252,392,412,9,0,0,26624,54,162,0,8,35,0,8,1,435,251,103,61,5,0,127,0.0,77797,7,0,0,0,0,0,3,1,1
2020-02-05,0,49,821,220,0,5,8,84,69,0,0,8,0,0,0,0,69,163,195,28,0.0,0,11776,41,0,151,50,0,2,0,174,209,1,0,0,362,530,4,0,0,0,0,24,53,0,0,1405,0,45,0,0,19,18,0,0,1061,0,28,1300,0,0,1,0,5,5,312,90,0,76,389,0,1346,576.0,17,50,57,0,29,68,136,322,0,84,0,200,0,63,125,12,0,0,0,41,1,8,25530,0,0,0,0,0,97,1124,3665,0,2,0.0,21.0,1,0,0,0,1071,2218,0,0,0,0,31,0,0,2,0,9,0,12,0,69,0,2,0,7,0,5,0,79,0,0,10,3,0,0,54,10,38,1173,1301,440,282,0,123,1574,26,992,10,633,3153,52,1,275,0,0,0,2,54,200,30,11,55,11,0,4,9,0,9,1,0,8,421,0,11,0,2,65,3,170,0,18,9,4,0,0,711,1392,0,0,0,0,11,0,353,997,0,29,161,259,185,0,13,7,5,0,92,0,0,21,0,115,39,2,964,193,2,0,35,2734,100,7,5858,17,2,0,19,20,0,27275,405,23,54,0,0,0,0,80,29,58,371,99,86,421,57,342,18,72,0,12,0,0,0,1339,0,2265,291,0,375,0,0,6,197,0,711,11,2,0,311,0,0,0,246,0,0,2774,1,0,0,0,0,0,15,0,0,2,472,0,0,0,0,424,0,0,0,0,0,0,0,1,386,2,66,8,35,99,4241,2,119,138,27,0,3045,5,0,0,10,0,465,304,0,0,0,3,7,102,619,34,56783.0,0,1,0,2,0,1,0,19,4093,1,0.0,0,4342,270,398,3,0,0,25221,60,217,0,8,21,0,10,1,473,195,80,22,4,0,87,0.0,69701,5,0,0,0,0,0,2,0,3
2020-02-06,0,58,893,321,0,15,21,81,89,0,0,37,0,0,0,2,66,149,52,26,0.0,0,11648,46,1,39,40,0,1,0,324,182,3,0,0,341,942,1,0,0,7,0,30,44,0,0,1354,0,0,0,0,7,13,0,2,895,0,0,1064,3,0,0,0,7,24,286,108,0,67,414,0,525,573.0,18,66,49,0,17,86,146,178,0,27,0,208,1,209,126,12,0,0,0,23,0,3,27158,0,0,0,0,0,90,909,2455,0,2,0.0,0.0,0,8,0,0,289,2402,158,0,0,0,33,0,0,0,0,3,0,2,0,0,0,0,0,0,0,13,0,56,0,0,4,5,0,0,48,12,19,1672,736,493,316,35,77,1617,34,727,6,357,4092,41,3,622,0,0,1,8,62,82,178,6,66,42,0,2,2,0,2,0,0,9,581,0,11,0,4,17,1,134,0,18,6,-1,0,2,531,2615,0,0,0,5,0,0,442,645,0,194,139,111,102,1,1,10,6,2,129,0,0,3,0,101,110,2,1174,89,2,0,56,3699,71,9,8463,19,1,0,38,5,0,29678,201,15,26,0,0,0,0,66,17,65,354,102,128,401,80,204,22,166,0,13,0,0,0,1055,0,671,284,0,318,947,0,109,252,0,554,4,1,0,316,0,0,0,333,0,0,2558,6,0,0,0,0,0,0,0,0,9,429,0,0,0,11,250,0,0,0,0,11,1,0,0,233,0,27,7,4,145,2683,2,109,104,25,0,3477,11,0,0,0,0,332,203,0,0,5,14,11,376,532,28,64187.0,0,1,0,2,0,0,1,22,4789,0,0.0,1,5288,325,387,-21,0,0,27691,96,63,0,6,16,0,13,7,197,114,97,20,6,0,128,0.0,72125,9,0,0,0,0,0,3,0,0
2020-02-07,0,52,679,254,0,11,13,67,64,0,0,0,0,0,0,0,167,281,26,46,0.0,6,13787,21,-1,201,67,0,4,0,8,139,1,0,0,352,1629,3,0,0,2,0,32,69,0,0,1021,0,35,0,0,21,36,2,1,1008,2,0,1168,0,1,8,0,0,9,426,82,0,236,380,0,972,559.0,19,39,56,0,21,170,153,177,0,37,0,139,11,96,145,7,3,0,0,5,2,2,31944,0,0,0,0,0,69,1018,4251,3,0,0.0,0.0,1,5,5,0,402,3281,30,2,0,0,70,0,0,0,3,4,0,16,0,38,0,5,0,2,0,21,0,23,0,0,1,4,0,0,100,14,11,1277,904,528,399,0,122,3494,39,839,25,373,4694,53,4,743,1,0,1,9,97,38,147,2,80,38,1,21,11,0,11,1,0,27,761,0,47,0,9,30,3,153,1,0,8,13,0,0,726,1886,0,0,0,1,5,0,375,1210,0,91,173,204,122,2,0,12,5,0,90,1,0,10,0,0,57,3,1316,144,0,0,44,3563,83,7,7336,18,2,2,53,13,0,30507,311,15,117,0,0,0,0,99,21,39,372,74,53,411,76,278,0,260,0,1,0,0,0,1534,0,951,220,0,268,515,0,63,251,0,615,9,6,0,334,0,0,0,310,0,0,2186,2,0,0,0,0,0,12,0,0,4,382,0,0,0,2,275,0,0,0,0,52,0,0,2,191,0,14,17,0,25,2946,0,144,90,32,0,4167,6,0,0,2,0,466,400,6,0,3,0,0,241,957,33,71590.0,0,0,0,0,0,0,3,14,5138,1,0.0,0,5233,266,376,7,0,1,28430,104,104,0,0,32,0,3,0,568,195,118,17,3,2,145,0.0,79902,8,0,0,0,0,0,0,0,1
2020-02-08,0,34,635,170,0,11,17,49,95,0,0,18,0,0,0,2,81,94,56,30,0.0,4,9616,78,0,313,65,0,1,0,129,58,1,0,1,245,1351,1,9,0,0,0,0,42,0,0,1767,0,40,0,0,24,5,0,0,1239,1,17,1383,0,0,0,0,0,37,529,63,0,250,311,0,754,545.0,19,88,49,0,31,146,117,184,0,10,0,271,8,2196,95,1,0,1,0,46,0,4,39836,0,0,0,0,0,136,1142,6231,0,0,0.0,0.0,0,0,0,0,974,3936,0,4,0,0,56,0,2,0,2,4,0,11,2,18,0,3,0,1,0,23,0,23,0,0,10,11,0,0,120,27,42,1479,829,556,330,27,118,0,47,1515,11,410,3951,36,2,475,1,0,0,0,61,57,241,5,161,41,2,18,10,1,6,0,1,27,970,0,108,0,0,26,0,184,0,13,20,6,0,1,783,2033,0,0,0,4,5,0,403,1279,0,94,209,333,149,6,0,11,7,0,96,3,0,1,0,39,70,0,1335,147,1,0,66,3561,102,25,12682,29,3,0,28,17,0,38090,246,9,48,0,0,0,0,141,34,107,366,108,62,478,50,291,2,222,0,4,0,0,0,1775,0,641,233,0,346,1516,0,42,216,0,765,9,20,0,288,0,0,0,523,0,0,1667,5,0,1,1,0,0,11,0,0,7,364,0,0,0,13,238,0,0,0,1,0,4,0,1,198,0,27,28,9,69,5496,1,274,89,30,1,4830,7,0,0,2,0,544,728,0,0,3,7,11,257,914,45,54792.0,0,1,0,0,0,0,0,28,4747,0,0.0,0,8681,308,370,21,0,0,35704,126,105,0,4,51,0,24,1,467,468,137,50,8,0,178,0.0,93780,14,0,0,0,0,0,1,0,2
2020-02-09,0,37,937,339,0,9,7,28,94,0,0,19,0,0,0,0,99,292,69,16,0.0,5,11945,106,3,357,104,0,1,0,64,94,3,0,0,915,1684,1,0,0,9,0,4,34,0,0,1938,0,34,0,1,13,29,0,0,1138,2,73,1475,0,0,0,0,1,10,426,42,0,169,547,15,1003,474.0,37,64,58,0,38,254,93,233,0,5,1,238,35,515,139,14,0,0,0,51,0,9,34314,0,0,0,0,1,164,1128,4635,0,0,0.0,0.0,0,10,0,0,679,4939,65,3,0,0,71,0,0,2,3,5,0,39,3,30,0,0,0,3,0,7,0,29,0,0,39,16,0,0,210,32,122,1345,534,408,219,2,125,3606,30,500,19,340,4204,60,0,863,0,0,0,14,66,38,106,5,83,18,0,23,27,0,0,3,0,44,1253,0,81,0,0,23,1,118,0,15,13,3,0,0,656,2151,0,0,1,41,2,0,260,1158,0,88,257,192,115,3,0,22,3,0,85,0,0,5,0,132,58,0,1213,138,3,0,31,3590,124,49,10728,44,4,1,68,12,0,36838,268,18,46,0,0,0,0,177,31,151,364,160,27,483,82,187,3,224,0,5,0,0,0,1887,0,914,119,0,401,815,0,63,136,0,881,12,0,0,277,0,0,0,265,0,0,1786,3,0,0,0,0,0,25,0,0,7,355,0,0,0,21,201,0,0,0,0,3,2,0,0,287,10,0,36,0,89,4091,7,241,54,27,1,4576,1,0,4,1,0,722,658,0,0,2,0,11,271,1406,50,51325.0,0,1,0,1,0,6,2,15,4056,0,0.0,0,4344,311,331,17,0,5,34412,129,69,0,4,23,0,13,6,397,476,83,41,11,0,78,0.0,88276,9,0,1,0,1,0,0,0,0
2020-02-10,0,61,760,302,0,13,9,50,104,0,0,19,2,0,1,0,80,151,80,40,5.0,3,8150,85,1,250,105,0,4,0,12,112,0,0,0,0,1580,1,0,0,0,0,54,64,7,0,2166,0,45,0,0,30,30,0,0,1406,0,45,1393,0,0,0,0,0,16,430,60,0,274,226,0,1000,529.0,19,0,61,1,32,302,188,16,0,0,0,155,0,455,110,10,2,2,0,22,2,1,31454,0,3,0,0,0,118,951,3881,6,4,0.0,0.0,0,4,0,0,1050,5633,26,7,0,0,52,0,0,2,4,3,0,7,0,20,0,4,0,2,0,25,0,40,0,0,31,13,0,0,85,30,22,1526,757,433,337,2,97,0,80,365,13,351,3836,35,0,410,0,0,0,5,123,55,197,7,55,10,1,12,7,0,17,0,0,43,746,0,64,0,0,18,0,109,0,3,38,4,0,2,1158,1588,0,0,0,5,13,0,396,1376,0,85,88,223,118,2,0,13,4,0,104,7,0,0,0,0,41,0,0,187,3,0,41,3021,71,39,10693,29,4,0,64,22,0,34878,229,14,18,0,0,0,0,-44,32,114,366,52,38,550,58,342,0,279,0,5,0,0,0,1790,0,1388,206,0,341,0,3,47,166,0,691,10,4,0,221,0,0,0,441,0,0,1459,5,0,0,0,0,0,29,0,0,11,137,0,0,0,7,219,0,0,0,0,9,3,0,0,142,0,120,33,4,96,4902,1,135,73,39,0,5756,1,0,0,0,0,0,725,0,0,1,1,4,224,873,54,44358.0,0,1,0,0,0,5,0,5,4117,0,0.0,1,5491,224,300,32,0,0,32512,109,21,1,1,30,0,16,0,310,295,229,71,14,0,234,0.0,80258,9,0,0,0,0,0,0,1,0
2020-02-11,0,0,661,191,0,22,17,25,45,0,0,20,1,0,0,4,87,119,70,28,0.0,3,9444,105,2,363,76,0,3,0,55,54,3,0,1,366,1209,0,0,0,0,0,16,23,0,0,1832,0,25,0,0,16,20,0,0,1276,2,27,1230,0,0,6,0,1,1,301,65,0,201,246,0,875,610.0,16,121,33,0,29,205,145,408,0,45,0,128,19,248,128,15,0,0,0,36,0,3,36661,0,0,0,0,0,179,1118,8728,5,5,42.0,0.0,0,0,0,0,1598,4288,0,4,0,0,77,0,0,0,8,3,0,6,0,16,0,2,0,1,0,23,0,25,0,0,7,25,0,0,78,24,40,1289,572,554,218,3,102,1997,91,345,8,398,3039,26,4,351,0,0,0,4,79,24,141,14,112,42,1,29,27,0,0,2,1,32,1417,0,127,1,11,20,0,156,0,9,6,13,0,1,326,1365,0,0,0,24,7,0,346,1749,0,83,177,341,91,2,1,0,9,3,101,0,0,0,0,426,61,0,1746,161,2,0,32,3326,108,48,8556,50,2,0,25,16,0,33799,293,12,29,0,0,0,0,220,17,155,329,145,48,379,49,68,3,149,0,4,0,0,0,1750,0,393,106,0,468,699,0,60,378,0,760,9,9,0,147,0,0,0,344,0,0,1175,0,0,0,0,0,0,2,0,0,7,43,0,0,0,11,247,0,0,0,2,5,25,0,1,106,3,0,70,1,63,3104,5,185,32,53,1,6180,5,0,1,0,0,1213,547,0,0,3,0,9,337,1047,111,42567.0,0,0,0,0,0,7,2,27,3892,0,0.0,0,3634,206,283,9,0,2,31835,59,30,0,1,32,0,21,2,457,598,114,67,11,0,67,0.0,83824,9,0,0,0,0,0,0,1,1
2020-02-12,0,56,733,165,0,6,6,98,103,0,0,24,2,0,0,0,74,187,74,20,7.0,7,9345,119,1,352,57,0,4,0,33,41,4,0,0,0,1380,2,4,0,2,0,11,87,0,0,959,0,63,0,0,24,19,0,0,1191,1,0,727,0,0,0,0,0,25,344,32,0,94,233,0,1231,361.0,13,40,43,2,19,237,110,331,0,31,1,83,7,101,149,9,0,2,0,41,1,8,27825,1,0,0,0,1,132,1279,2733,4,1,0.0,0.0,1,6,0,0,816,3243,73,6,0,0,20,0,0,4,1,1,0,4,15,7,0,2,0,3,0,16,0,20,0,0,7,21,0,0,73,76,69,1004,594,545,247,3,77,2089,70,370,12,395,3599,62,1,252,0,0,0,4,90,56,53,16,78,12,2,6,7,2,1,1,0,37,1857,0,39,0,10,29,4,170,0,0,52,1,0,2,428,1337,0,0,0,17,17,0,296,1503,0,51,100,404,101,4,0,21,16,0,28,0,0,1,0,0,53,0,952,134,2,0,46,3585,62,49,8670,54,9,0,69,6,0,31837,371,18,15,0,0,0,1,106,31,174,410,75,40,-119,64,727,8,112,0,2,0,0,0,1617,0,280,104,0,331,712,0,38,228,0,636,13,5,0,160,0,0,0,360,0,0,1154,1,0,1,0,0,0,11,0,4,4,289,0,0,0,0,292,0,1,0,1,2,0,1,0,66,0,47,0,0,31,1887,4,183,48,47,0,5478,7,0,0,2,0,376,960,0,0,3,2,9,169,863,38,41069.0,0,0,0,0,0,6,0,22,3148,3,0.0,0,3802,143,277,9,0,1,30507,75,114,0,6,31,0,33,4,238,400,95,21,10,0,191,0.0,71801,12,0,0,0,1,0,0,1,1
2020-02-13,0,30,720,208,0,14,16,69,69,0,0,0,4,0,0,0,103,250,110,11,20.0,0,9863,107,0,248,0,0,1,0,25,35,4,0,1,138,1123,1,6,0,0,0,26,26,2,0,921,0,0,0,0,19,27,0,0,1254,0,103,1922,0,0,4,0,0,47,310,39,0,79,385,0,399,486.0,19,56,32,0,20,116,80,278,0,9,0,167,0,181,103,7,0,0,0,11,0,1,30774,2,1,0,0,2,249,805,4700,7,1,0.0,0.0,0,3,0,1,359,4024,0,5,0,0,62,0,0,1,19,8,0,9,0,10,0,5,0,0,0,20,0,20,0,0,30,25,0,0,11,69,23,900,726,458,218,1,82,2274,83,390,11,593,4316,16,3,515,0,0,0,22,61,60,38,16,109,69,1,9,14,0,3,0,0,32,514,0,75,0,2,14,0,131,0,6,28,9,0,4,445,764,0,0,0,0,13,0,253,1493,0,70,183,119,112,7,1,17,20,0,153,0,0,0,0,0,41,0,1224,94,3,0,48,3381,81,57,8986,67,14,1,40,8,0,28272,134,21,72,0,0,1,0,115,26,177,304,93,33,836,69,380,26,187,1,9,0,0,0,1082,0,535,414,0,367,452,0,23,279,0,947,14,10,0,116,0,0,0,193,0,0,954,2,0,1,0,3,0,7,0,0,18,93,0,0,0,4,284,0,0,0,1,5,0,1,0,0,12,49,24,0,70,2188,2,132,28,47,0,4273,6,0,0,2,0,387,182,0,0,10,2,3,311,422,51,26030.0,0,0,0,0,0,11,2,21,3135,0,0.0,4,5903,68,294,6,0,0,25609,176,92,0,4,51,0,23,4,233,352,100,42,7,0,192,0.0,71994,13,0,0,0,0,0,0,1,0
